epoch,train loss,val loss,swa
0.0,19.894043019426235,20.669335261815124,n
19.0,6.606053163578811,10.168233223259449,y
39.0,4.906262012583385,9.461624475816885,y
59.0,3.5071422575371494,9.100187896854347,y
79.0,2.8257472617260646,8.910852934751246,y
99.0,2.206346349968549,8.621750234729713,y
119.0,1.9180852678287517,8.599286737541357,y
139.0,1.6767523696924198,8.830249860054916,y
159.0,1.6205829274420265,9.016137556069427,y
179.0,1.3227098715821437,9.231923932002651,y
