formula,predicted_Tc,efermi,band_gap,database_IDs
Cs3B1O3,4.8157806396484375,1.97458868,2.4689000000000005,icsd-423334
Sr1Li1V1F6,4.7442474365234375,2.24920353,2.6226,pf-34770
Ca1Cr1F5,4.710762023925781,-1.31530813,2.7248,icsd-10286
Ca3Ge1O1,4.679836273193359,4.45001187,0.1401999999999992,icsd-413383
Ca1Te3O8,4.665685653686523,4.61248851,2.0176,icsd-100661
Li2Fe2Mo3O12,4.561069488525391,0.34224335,2.6564,icsd-201938
Y4C7,4.5234527587890625,4.2315865,0.6128,icsd-658826
Li1Mo1I1O6,4.493812561035156,1.18308338,2.2334,icsd-156006
Sr1Ca1Ge1,4.469936370849609,2.93670991,0.4356,icsd-172006
Ca1Cr1F6,4.462181091308594,-2.75614002,1.5339000000000005,icsd-10343
Li1V3Te2O12,4.452640533447266,2.06195658,1.8778,icsd-249325
Li2Mo1F6,4.421792984008789,-0.40606103,2.0388,icsd-74565
Ce1C1O3F1,4.411739349365234,6.26977621,0.0798999999999994,icsd-74015
Li3Gd3Te2O12,4.399297714233398,2.97445161,2.8187,pf-25760
In1B1O3,4.350074768066406,3.9195389,2.6556,icsd-75254
Gd2B1O3F3,4.284627914428711,4.05402227,2.7369,icsd-95836
Li1Nd2Ru1O6,4.262397766113281,3.86939738,0.4246000000000003,pf-32283
Li1In1I4O12,4.258022308349609,2.41278701,2.6987,icsd-422056
Li3Ni1F6,4.2479248046875,-2.25901361,2.3599,pf-30988
Dy5C2I9,4.233257293701172,2.79348921,1.4272,icsd-416953
Li1Tb2Ru1O6,4.230466842651367,3.71929728,0.3348,pf-32369
Nd1Ni1B5O10,4.207525253295898,3.47522719,1.4747000000000003,icsd-79947
V1B1O3,4.194206237792969,3.48741764,1.8747,icsd-45060
Li1Nd4Ge4,4.156867980957031,3.40034216,0.0556999999999998,icsd-423642
Er1Cr1B4,4.134214401245117,6.50491949,0.1610999999999993,icsd-613495
Cs1Gd1C2O6,4.131591796875,0.72540478,2.7429,icsd-409081
Cs3Ni1F7,4.092531204223633,-0.83353556,0.8734999999999999,icsd-9600
Cs2Ni1F6,4.000099182128906,-2.75247154,2.4357,icsd-44789
Tb2Mn1Ni1O6,3.993989944458008,3.45469143,1.1852999999999998,icsd-163804
Er4C7,3.9567642211914062,4.02005353,0.3912000000000004,pf-31263
Ca11Sn3C8,3.9038524627685547,3.89929658,0.6589000000000005,icsd-248857
Gd1Be2B5O11,3.859251022338867,1.30534746,0.3102,icsd-194045
Li1In1I4,3.8343372344970703,0.87763143,2.2465,icsd-36599
Ni3Te2Mo1O10,3.833843231201172,2.44461198,2.9872,icsd-249958
Sr1Li1Bi1,3.8024978637695312,3.40067297,0.5558000000000001,icsd-58800
Ca2Ge1,3.7973155975341797,2.24776906,0.5756000000000001,icsd-191747
Dy1B4Mo1,3.7913970947265625,6.87944532,0.2812999999999999,icsd-613645
Fe1B1O3,3.7691574096679688,2.14937788,1.4815999999999998,icsd-34474
Li1Mn2Te1O6,3.6870155334472656,4.69003262,1.0634000000000006,pf-28958
Tm1Cr1B4,3.5899600982666016,6.46897816,0.1963999999999996,icsd-613561
Tb1B4Mo1,3.5803985595703125,6.48340652,0.5646000000000004,icsd-614843
B6O1,3.564472198486328,5.28513093,1.8564,icsd-71065
Dy2Mn1Ni1O6,3.5597686767578125,3.77989048,0.5364999999999998,icsd-252028
Ca1V2O6,3.506610870361328,-0.63153672,2.8812,icsd-21064
V2Ni1O6,3.5022125244140625,3.70875496,1.5548000000000002,icsd-33881
Li2Pd1F6,3.4561080932617188,-1.88532539,1.6748999999999998,icsd-165212
Be2C1,3.4426097869873047,6.31837236,1.1636999999999995,icsd-616184
Li1Ca1Bi1,3.430940628051758,3.84433057,0.5790000000000002,icsd-428108
Ba2Li1Ge3,3.348957061767578,2.52977869,0.0969999999999999,icsd-404705
Ba1Ca1Sn1,3.333223342895508,3.29969359,0.2437,icsd-58641
Li1Cu1O1,3.318582534790039,2.60535056,1.4376000000000002,icsd-40156
Li2Te1,3.3055763244628906,2.26399067,2.4914,icsd-60434
Nd2Mn1Ni1O6,3.3045406341552734,3.53485257,1.2030000000000003,icsd-186902
Cs1B6I6,3.1794071197509766,1.14412692,1.6875999999999998,icsd-151977
Er6Ni1I10,3.1719131469726562,4.04040921,0.6135000000000002,icsd-424429
Li1Pr4Ge4,3.171001434326172,3.42574161,0.0551000000000003,icsd-425282
Sr1Ni1F6,3.170766830444336,-1.22624429,1.7074,icsd-30114
Gd1Cr1B4,3.105184555053711,6.11881946,0.2551000000000005,icsd-613512
Ni5Sn1B2O10,3.053964614868164,7.14857693,2.5999,icsd-63395
Li2Sn1Te1O6,3.0338802337646484,3.64841144,2.0439000000000003,icsd-40265
Li1In1Te2,3.0225353240966797,2.66456219,1.3847,icsd-639906
Ca2Sn1,3.002370834350586,4.06137784,0.0559000000000002,icsd-58935
Eu1B4O7,2.952606201171875,7.42890695,1.912399999999999,icsd-30507
Ca1Sn1O3,2.9415435791015625,4.10175427,2.3301,icsd-151594
Ni1Rh1F6,2.932697296142578,-0.45472809,0.0158999999999999,icsd-42164
Ca1Pd1F6,2.919780731201172,-2.25078207,2.1062,icsd-26164
Sr1Ca1Sn1,2.873798370361328,3.5051883,0.2881999999999998,icsd-172007
Dy1Cr1B4,2.872425079345703,6.20928539,0.3833000000000002,icsd-658658
Mn1Sn1B2O6,2.8174781799316406,3.71530891,2.5711,icsd-79165
Li1Nd1Sn1,2.8049888610839844,4.14982137,0.0029000000000003,icsd-603177
Tm4C7,2.780588150024414,4.01823032,0.3698000000000006,pf-41724
Gd1B3O6,2.752737045288086,2.36303368,2.693,icsd-417644
Li1Ce1F5,2.711172103881836,-1.30940816,2.2896,icsd-426215
Sm1Cr1B4,2.7093429565429688,6.02069513,0.3606999999999996,icsd-613554
Li1Pr2Ru1O6,2.618610382080078,3.69885047,0.3014999999999999,pf-21842
Tb1Cr1B4,2.575693130493164,6.19705232,0.3781000000000007,icsd-613559
Li6Te1O6,2.4952659606933594,0.99889412,2.5821,icsd-40247
