formula,predicted_Tc,efermi,band_gap,database_IDs
Er1B1O3,3.6601009368896484,2.09498543,5.6534,icsd-422094
Er2Ni15B9,3.644224166870117,7.85765629,0.0,icsd-613781
Cs1B5O8,3.6428089141845703,-1.00037207,5.9417,icsd-155978
Ce1Cr2B6,3.6420555114746094,8.56549502,0.0,icsd-16203
Cr21Mo2C6,3.641122817993164,7.78723334,0.0,icsd-191596
B2O3,3.633045196533203,-0.41221484,6.3017,icsd-252683
Li2B2Rh3,3.6228580474853516,5.14140466,0.0,icsd-417442
Ca1Ru1O3,3.6166133880615234,4.6024392,0.0,icsd-82973
Ca1Sn1,3.6046981811523438,5.06277154,0.0,icsd-55210
Y1B2Ru3,3.5991954803466797,6.58740301,0.0,icsd-44581
Er1B1Rh3,3.5967254638671875,5.74681413,0.0,icsd-44237
Tm3B5O12,3.5966968536376953,3.01389658,5.3919,icsd-171208
Cs4Ni3F10,3.591876983642578,-0.7084403,4.4276,icsd-71588
Tm1Cr1B4,3.5899600982666016,6.46897816,0.1963999999999996,icsd-613561
Zr1B2O5,3.588308334350586,3.29855948,3.5293,icsd-418931
Ca1V2O5,3.5837440490722656,3.87421818,0.0,icsd-82689
Er5Ni2Te2,3.58294677734375,5.43305059,0.0,icsd-150369
Tb1B4Mo1,3.5803985595703125,6.48340652,0.5646000000000004,icsd-614843
Zr5Sn3B1,3.571962356567383,6.51071241,0.0,icsd-656289
B6O1,3.564472198486328,5.28513093,1.8564,icsd-71065
Dy2Mn1Ni1O6,3.5597686767578125,3.77989048,0.5364999999999998,icsd-252028
Zn5B3Rh7,3.551034927368164,5.54898814,0.0,icsd-107495
Li1Y1F4,3.544820785522461,-1.97601182,7.8341,icsd-96727
Zr6Ni16Ge7,3.5304412841796875,7.48845914,0.0,icsd-109127
Tm3C4,3.5244922637939453,4.34193669,0.0,icsd-618978
Li15Ge4,3.517354965209961,0.69898196,0.0,icsd-636879
Li1Sn1,3.5163726806640625,5.50113306,0.0,icsd-104782
Li2Ru1O3,3.515666961669922,3.6679149,0.0,icsd-180367
Zn2Ni21B20,3.512523651123047,8.32495908,0.0,icsd-261930
Np1B4,3.5097274780273438,10.43633868,0.0,icsd-615107
Gd1Ru1C2,3.508237838745117,5.7499805,0.0,icsd-80312
Nd1B3O6,3.5078258514404297,2.64786937,5.042,icsd-417645
Ca1V2O6,3.506610870361328,-0.63153672,2.8812,icsd-21064
Dy2Ni1B10,3.505084991455078,6.2848406,0.0,pf-21892
V2Ni1O6,3.5022125244140625,3.70875496,1.5548000000000002,icsd-33881
Pr1Fe4B4,3.4981842041015625,5.81314103,0.0,icsd-614153
Y5Ni2Te2,3.493267059326172,5.41790319,0.0,pf-32365
Y10Mn13C18,3.492887496948242,5.5925542,0.0,icsd-603284
Li4Ti1O4,3.4842090606689453,0.03754136,4.5573,icsd-75164
Dy4Ni13C4,3.4822998046875,6.46051088,0.0,icsd-617613
Tb1Ni1B1C1,3.4726219177246094,5.50462762,0.0,icsd-248425
Dy2In1Ni2,3.469348907470703,5.67256474,0.0,icsd-291196
Li2Pd1F6,3.4561080932617188,-1.88532539,1.6748999999999998,icsd-165212
Pr1B4Ru4,3.445436477661133,6.99614549,0.0,icsd-615202
Tb1Ni1Ge2,3.445281982421875,6.46023542,0.0,icsd-658576
Be2C1,3.4426097869873047,6.31837236,1.1636999999999995,icsd-616184
Li1Ca1Bi1,3.430940628051758,3.84433057,0.5790000000000002,icsd-428108
Li1Sn4Ru1,3.420501708984375,7.84998703,0.0,icsd-412250
Ca1Mn2Ge2,3.4128589630126953,5.14572285,0.0,icsd-80505
Pr1B2Ru2,3.4121131896972656,5.55542653,0.0,icsd-601361
Zr1Zn20Ni2,3.4058303833007812,3.46785137,0.0,icsd-252699
Tm1Fe1B4,3.404621124267578,6.43721209,0.0,pf-33665
Sm1B1O3,3.401775360107422,1.56970644,5.2713,icsd-40745
Sr1Bi2B4O10,3.4004573822021484,2.38602501,3.6402,icsd-166828
Tm5Ni2Bi1,3.3955440521240234,4.44960925,0.0,pf-27486
Ni8Ge2B3,3.3907470703125,8.83659927,0.0,icsd-54011
Er1Ni4B1,3.380695343017578,6.67137683,0.0,icsd-613778
Eu2B4Rh5,3.3800106048583984,5.73694285,0.0,icsd-68540
Li1Ni2Sn1,3.3776817321777344,7.49428482,0.0,icsd-25325
Tb4Ni13C4,3.377521514892578,6.44354753,0.0,icsd-618575
Gd2C1I1,3.3708152770996094,5.17990632,0.0,icsd-68797
Y1B4Ru1,3.3641529083251953,7.07633512,0.0,icsd-615400
Gd1V1B4,3.363229751586914,5.40330663,0.0,icsd-614392
Er5Ge3C1,3.3594436645507812,4.11574379,0.0,icsd-617665
Y1B2C2,3.353626251220703,6.43755361,0.0,icsd-427155
Th1Cr1B4,3.351612091064453,8.2941116,0.0,icsd-81542
Ba2Li1Ge3,3.348957061767578,2.52977869,0.0969999999999999,icsd-404705
Th1B1Rh3,3.3351001739501953,7.7373823,0.0,pf-32161
Ba1Ca1Sn1,3.333223342895508,3.29969359,0.2437,icsd-58641
Er10Mn13C18,3.333040237426758,5.46238345,0.0,icsd-603261
Nd1B4Ru4,3.3300323486328125,6.93836502,0.0,icsd-614967
Li1Cu1O1,3.318582534790039,2.60535056,1.4376000000000002,icsd-40156
Gd1B2Ru3,3.3173580169677734,5.99510874,0.0,icsd-44312
Eu3B6Rh8,3.3137760162353516,5.97516798,0.0,icsd-613863
Sm1B1Rh3,3.312946319580078,5.63253023,0.0,icsd-44563
Tb1Ni1Sn2,3.3100204467773438,7.14319704,0.0,icsd-646762
Ti2In1C1,3.3066272735595703,7.7277596,0.0,icsd-161964
Li2Te1,3.3055763244628906,2.26399067,2.4914,icsd-60434
Nd2Mn1Ni1O6,3.3045406341552734,3.53485257,1.2030000000000003,icsd-186902
Y1Ni3,3.300464630126953,6.29827414,0.0,icsd-638403
Tm1B1Rh3,3.299875259399414,5.72030745,0.0,icsd-615332
Dy3Mn1B7,3.2800045013427734,5.33416461,0.0,icsd-39509
Cs5Ca1Ni4F15,3.275279998779297,-0.82666891,5.055899999999999,icsd-68354
Nd1B1O3,3.274595260620117,2.29857216,4.6987,icsd-412407
Y3Mn1B7,3.258953094482422,5.45708076,0.0,icsd-614789
Pr2B1C1,3.2523975372314453,3.55748178,0.0,icsd-291531
Er3Cr1B7,3.241853713989258,5.32699014,0.0,icsd-62630
Ni1B2Mo2,3.2320194244384766,9.13089184,0.0,icsd-43192
Y1Ni1Ge2,3.2222042083740234,6.55944627,0.0,icsd-637438
Th1C2,3.2177066802978516,7.00809941,0.0,icsd-26568
Tm1Mn1B4,3.2152652740478516,6.44603774,0.0,pf-36978
Ca1I2O6,3.2146644592285156,5.76398408,3.3591999999999995,icsd-1391
Y2Cr2C3,3.206439971923828,5.50641698,0.0,icsd-617562
Cs1B1F4,3.1973514556884766,-3.55927816,7.6306,icsd-95828
Gd1B2Rh3,3.1949310302734375,5.78733134,0.0,icsd-614373
Tm1Ni4B1,3.1899948120117188,6.6546835,0.0,icsd-44531
Dy1B1O3,3.1849422454833984,1.85771408,5.3594,icsd-59849
Cs1B6I6,3.1794071197509766,1.14412692,1.6875999999999998,icsd-151977
Li3Y3Te2O12,3.1744461059570312,3.1379264,3.2397,pf-8973
Er6Ni1I10,3.1719131469726562,4.04040921,0.6135000000000002,icsd-424429
Li1Pr4Ge4,3.171001434326172,3.42574161,0.0551000000000003,icsd-425282
Sr1Ni1F6,3.170766830444336,-1.22624429,1.7074,icsd-30114
Nd3Ni2Sn7,3.1684741973876953,7.27067757,0.0,icsd-645653
Ca7Ni4Sn13,3.168407440185547,6.50284401,0.0,icsd-106354
Sr1Li1Ni1F6,3.1657848358154297,-1.56793954,0.0,icsd-32733
V1Ni2,3.153076171875,7.60642183,0.0,icsd-647027
Ca1Cu1,3.15008544921875,3.57283646,0.0,icsd-58881
Dy5Ge3C1,3.143503189086914,3.47062647,0.0,icsd-617597
Li1Ni6Ge6,3.1393814086914062,6.32562647,0.0,icsd-41463
Gd1B1Rh3,3.1372432708740234,5.29811856,0.0,icsd-44310
Li6Zn1O4,3.1286659240722656,0.13176584,3.5116,icsd-62137
Gd2C3,3.126192092895508,4.92997471,0.0,icsd-602774
Tb7Ni1I12,3.120513916015625,4.48944571,0.0,icsd-424445
Ce1B4,3.117818832397461,8.43771437,0.0,icsd-612705
Li4Sm3Ge4,3.1161346435546875,2.60649802,0.0,icsd-262439
Cr1B2Mo2,3.1123600006103516,8.84609139,0.0,pf-19620
Ce3Ni2Sn7,3.1058597564697266,8.60139072,0.0,icsd-621695
Gd1Cr1B4,3.105184555053711,6.11881946,0.2551000000000005,icsd-613512
V5Ge3B1,3.077423095703125,7.82953522,0.0,icsd-614407
Li1Bi1,3.0764083862304688,5.08869359,0.0,icsd-616780
Y3Fe1B7,3.069122314453125,5.68293011,0.0,icsd-614288
Ce1B1Rh3,3.0670738220214844,7.58051223,0.0,icsd-612833
Th1B4Ru4,3.05596923828125,8.10391182,0.0,icsd-615378
Li5Fe1O4,3.055013656616211,3.27636062,3.0546,icsd-30718
Li2Cu1Sn1,3.0541324615478516,6.38572698,0.0,icsd-103043
Ni5Sn1B2O10,3.053964614868164,7.14857693,2.5999,icsd-63395
Dy1Ni1B4,3.0421810150146484,6.41802889,0.0,icsd-613662
Tb2Zn1Ni2,3.0417747497558594,4.83690485,0.0,icsd-416820
Zn11B8Rh18,3.0417041778564453,5.65654813,0.0,pf-37861
Tm2Fe17C3,3.0353927612304688,5.17832505,0.0,pf-27524
Li2Sn1Te1O6,3.0338802337646484,3.64841144,2.0439000000000003,icsd-40265
Sr3B6Rh8,3.033538818359375,5.74146794,0.0,icsd-66771
Gd1Fe1B4,3.0316123962402344,6.22274104,0.0,icsd-613941
Li1Sn5Rh3,3.0272979736328125,8.06104075,0.0,icsd-415529
Th2Ni1C2,3.025789260864258,7.28511096,0.0,pf-41165
Dy2C1,3.023050308227539,3.222539,0.0,icsd-108130
Li1In1Te2,3.0225353240966797,2.66456219,1.3847,icsd-639906
Cr1B1O3,3.019826889038086,5.15430328,0.0,icsd-43311
Ce5Ge3C1,3.016986846923828,6.72341041,0.0,icsd-617345
Li1Th1F5,3.0142459869384766,-1.37528962,6.5143,icsd-426220
Li3Sm1Bi2,3.0097808837890625,4.04931154,0.0,icsd-192951
Dy1V1B4,3.0079212188720703,6.12699455,0.0,icsd-613693
Ca2Sn1,3.002370834350586,4.06137784,0.0559000000000002,icsd-58935
Ce1B2C1,3.0004501342773438,8.25839534,0.0,icsd-40164
Li1Sm1Ge2,2.992769241333008,3.52358526,0.0,icsd-601108
Li4Nd3Ge4,2.985210418701172,2.63070751,0.0,icsd-262435
Mo2C1,2.9815826416015625,8.61518803,0.0,icsd-43322
Li1Sn1Pd2,2.981496810913086,6.31295667,0.0,icsd-642271
Gd1B1O3,2.9648818969726562,5.09163173,3.1001000000000003,icsd-184753
Tb3Fe1B7,2.9624576568603516,5.55836053,0.0,icsd-614215
Mn1B4,2.960905075073242,7.93951429,0.0,icsd-425100
Sr1B1Pd4,2.9608230590820312,4.18146297,0.0,icsd-247263
Er2Cr2C3,2.959369659423828,5.37003883,0.0,icsd-617494
Eu1B4Ru4,2.956785202026367,6.73122624,0.0,icsd-613870
Eu1B4O7,2.952606201171875,7.42890695,1.912399999999999,icsd-30507
Pr1B1Rh3,2.948549270629883,5.76641024,0.0,icsd-44548
Th1Ni1Ge2,2.9477386474609375,8.1456828,0.0,pf-27801
Tm2Ni2Sn1,2.943826675415039,5.84323387,0.0,icsd-425432
Ca1Sn1O3,2.9415435791015625,4.10175427,2.3301,icsd-151594
Er1Ni1B1C1,2.9398117065429688,5.44393278,0.0,icsd-248426
Ti1B1,2.933788299560547,6.79493263,0.0,icsd-189386
Ni1Rh1F6,2.932697296142578,-0.45472809,0.0158999999999999,icsd-42164
Dy1B1Rh3,2.9223060607910156,5.77188972,0.0,icsd-44211
Ca1Pd1F6,2.919780731201172,-2.25078207,2.1062,icsd-26164
Cr1B4,2.9154300689697266,7.74642906,0.0,icsd-186851
Ca1Ni1Ge1,2.9135379791259766,5.12537378,0.0,icsd-418852
Dy1Fe1B4,2.9078941345214844,6.43131277,0.0,icsd-613623
Zr1Ni1,2.9038829803466797,5.74414007,0.0,icsd-105478
Ce2Ni1B10,2.8909435272216797,8.32256215,0.0,icsd-91245
Zr1Ni1Ge1,2.88726806640625,6.70331158,0.0,icsd-637451
Tb2In1Ni2,2.8857593536376953,5.72193779,0.0,icsd-291195
Gd1B2Ru2,2.8844337463378906,5.35078106,0.0,icsd-601355
Er5In4Ni2,2.8813343048095703,5.81375431,0.0,icsd-630691
Ni3Sn4,2.8809471130371094,9.22172319,0.0,icsd-653734
Tm1In1Ni4,2.8795089721679688,7.68013244,0.0,icsd-415030
Tb1B1Rh3,2.8791942596435547,5.80939212,0.0,icsd-44565
Sr1Ca1Sn1,2.873798370361328,3.5051883,0.2881999999999998,icsd-172007
Dy1Cr1B4,2.872425079345703,6.20928539,0.3833000000000002,icsd-658658
Th2Fe1B10,2.8720054626464844,8.06567571,0.0,icsd-78821
Ba1Li1Ge2,2.8658313751220703,2.20576567,0.0,icsd-162583
Dy3C4,2.864238739013672,4.43242733,0.0,pf-8380
Tb2Ni1B10,2.8606643676757812,6.31907102,0.0,pf-11301
Sn4B1Rh6,2.854320526123047,7.85278288,0.0,icsd-77353
Ba1B1Pd4,2.8474292755126953,4.18298911,0.0,icsd-247264
Zr2Ni21B6,2.8465404510498047,7.91207237,0.0,icsd-44193
Dy1B2Ru3,2.8428783416748047,6.546189,0.0,icsd-44213
Ca5Ge6Pd6,2.8424434661865234,4.65955431,0.0,icsd-195760
Tb1Fe2B2,2.838153839111328,5.14748037,0.0,icsd-614209
Dy1B4,2.836824417114258,5.90631589,0.0,icsd-613594
Gd1B4,2.8291282653808594,5.70322629,0.0,icsd-614324
Ni3Ge1,2.8287429809570312,8.66288834,0.0,icsd-607999
Dy1Ni1Sn2,2.826265335083008,7.18940306,0.0,icsd-54648
Sm1Ni1B4,2.8207855224609375,6.20108251,0.0,icsd-615013
Li1In2Pd1,2.8200225830078125,7.67341299,0.0,icsd-106803
Er1B3O6,2.8197383880615234,2.7572168,5.550699999999999,icsd-413583
Mn1Sn1B2O6,2.8174781799316406,3.71530891,2.5711,icsd-79165
Li2Zn1Ge1,2.8163833618164062,2.11909014,0.0,icsd-53678
Sr1Li1Ge2,2.814577102661133,2.29719199,0.0,icsd-162582
Y1B1Rh3,2.812288284301758,5.79303339,0.0,icsd-615341
Er1Ni1Ge2,2.810779571533203,6.55452653,0.0,icsd-170341
Li1Nd1Sn1,2.8049888610839844,4.14982137,0.0029000000000003,icsd-603177
Gd1B6,2.8024539947509766,6.35612841,0.0,icsd-614323
Nd1Ni12B6,2.8005008697509766,7.48700459,0.0,icsd-614943
Dy2Ni7Sn3,2.7932205200195312,7.8097944,0.0,icsd-241124
Li2In1,2.7856597900390625,4.10054438,0.0,icsd-659830
Tm4C7,2.780588150024414,4.01823032,0.3698000000000006,pf-41724
Li2Ca1,2.780153274536133,1.04029569,0.0,icsd-619390
Ca1Zn1Sn1,2.7799530029296875,5.26620986,0.0,icsd-106358
Ca1Ge2Pd2,2.779651641845703,4.95371109,0.0,icsd-52759
Li1Ca1Ge2,2.779399871826172,2.61852566,0.0,icsd-25328
Pu1B12,2.7764244079589844,7.82479716,0.0,icsd-615219
Sr1Sn1B2O6,2.775491714477539,2.19954216,3.6178,icsd-28267
V1Ni3,2.7753028869628906,7.92572361,0.0,icsd-105443
Dy2Cr2C3,2.761110305786133,5.3961748,0.0,icsd-43018
Li2Sm2Ge3,2.75897216796875,3.3642129,0.0,icsd-262438
Ni2B1,2.7571029663085938,8.79724342,0.0,icsd-75792
Tb1V1B4,2.7568702697753906,6.15366708,0.0,icsd-615551
Sr3Ca1Ru2O9,2.7535667419433594,3.46417236,0.0,icsd-94912
Gd1B3O6,2.752737045288086,2.36303368,2.693,icsd-417644
Ca4Ni4Ge3,2.7369308471679688,5.14279542,0.0,icsd-421432
Ca1B4O7,2.7360458374023438,1.29259323,6.1768,icsd-200081
Eu1Ni4B1,2.735128402709961,6.19228458,0.0,icsd-613856
Sm2Ni1B10,2.7338294982910156,6.22045501,0.0,pf-32250
Gd1Mn1B4,2.730083465576172,5.8269035,0.0,icsd-614344
Li6Sm1B3O9,2.7286911010742188,5.10780579,4.6432,pf-5077
Nd1B4,2.727527618408203,5.79430285,0.0,icsd-93225
Tm1Ni1Ge2,2.7209625244140625,5.10260405,0.0,pf-20996
Nd1B1Rh3,2.7181320190429688,5.72959537,0.0,icsd-614955
Li1Ce1F5,2.711172103881836,-1.30940816,2.2896,icsd-426215
Er1In1Ni1,2.7097091674804688,6.37045277,0.0,icsd-165162
Sm1Cr1B4,2.7093429565429688,6.02069513,0.3606999999999996,icsd-613554
Ni21Ge2B6,2.7021427154541016,8.16658676,0.0,pf-37473
Dy1B2C1,2.7003211975097656,5.96357536,0.0,icsd-612592
Y1B4Rh1,2.6991519927978516,6.95741234,0.0,icsd-419358
B1Pd2,2.693380355834961,5.2143708,0.0,icsd-10487
Dy3Fe1B7,2.691896438598633,5.5446743,0.0,icsd-613612
Mn1B4O7,2.6901073455810547,0.70805301,4.7102,icsd-6170
Er1Ni1C2,2.6893539428710938,6.48950917,0.0,icsd-617675
Y11In9Ni4,2.6839942932128906,5.80175749,0.0,icsd-167637
Nd1B6,2.6800708770751953,6.98005805,0.0,icsd-614931
Dy1Mn1B4,2.6765670776367188,6.52858164,0.0,icsd-613643
Dy1B3O6,2.6761741638183594,2.75461139,5.493399999999999,icsd-409942
Tb1B4,2.675395965576172,5.92258972,0.0,icsd-615540
Sm1Fe1B4,2.675374984741211,6.10355189,0.0,icsd-23293
Tb1Fe1B4,2.6746749877929688,6.42086478,0.0,pf-33594
Ca1Sn2Pd1,2.674427032470703,6.90228893,0.0,icsd-410774
Cr1B1,2.6518497467041016,8.55124396,0.0,icsd-613476
Fe1B2Mo2,2.647083282470703,8.45350466,0.0,icsd-5431
Li1Ca1Sn1,2.6418914794921875,3.99111274,0.0,icsd-58911
Y12In1Ni6,2.638742446899414,4.15850317,0.0,pf-18746
Pr4Ni1I5,2.6373291015625,4.46353486,0.0,icsd-84700
Tm1B2,2.633810043334961,4.88110389,0.0,icsd-44598
Nd1B2C2,2.631275177001953,6.11441374,0.0,icsd-88859
Gd4B3C4,2.6254806518554688,4.54251876,0.0,icsd-280354
Ca1Ni12B6,2.620790481567383,7.56716303,0.0,icsd-36507
Li1Pr2Ru1O6,2.618610382080078,3.69885047,0.3014999999999999,pf-21842
Mn23C6,2.607271194458008,7.19436946,0.0,icsd-154720
Pr1B2Rh3,2.6054210662841797,6.53354547,0.0,icsd-615193
Ca1Ge1,2.605337142944336,4.57669187,0.0,icsd-619303
Zr1B1Rh3,2.6053333282470703,6.4804011,0.0,icsd-615353
Nd2In1Ni2,2.5998802185058594,5.56076636,0.0,icsd-640076
Er1In1Ni4,2.5884876251220703,7.65234462,0.0,pf-21723
Y1Ni2B2,2.5860557556152344,6.18628263,0.0,icsd-615079
Sm1B4Rh4,2.5793018341064453,6.66108027,0.0,icsd-601577
Tb1Cr1B4,2.575693130493164,6.19705232,0.3781000000000007,icsd-613559
Ba2Ni5Ge4,2.563955307006836,5.37753024,0.0,icsd-423268
Gd2Fe7B7,2.563396453857422,5.86938581,0.0,icsd-40910
Tb10Mn13C18,2.5633678436279297,5.55830264,0.0,icsd-603285
Dy11Mn12C18,2.561138153076172,5.46602114,0.0,pf-29868
Pr2Ni5B4,2.5534725189208984,6.31029744,0.0,icsd-600729
Li3Gd1Bi2,2.5484447479248047,3.91844731,0.0,icsd-192952
Ca1O1,2.5395450592041016,2.25697064,3.630100000000001,icsd-75786
V3Ni20B6,2.538270950317383,8.35541665,0.0,icsd-615065
Nd1Ni4B1,2.5337371826171875,6.70389057,0.0,icsd-20882
Ca1Sn2Rh1,2.5291404724121094,7.06868208,0.0,icsd-410775
Gd2In1Ni2,2.5182876586914062,5.15156208,0.0,icsd-291194
Sm1Ni1O3,2.5111923217773438,3.68795514,0.0,icsd-97655
Ti6Ge2B1,2.510770797729492,6.51183631,0.0,icsd-181165
Li1Rh1F6,2.5088424682617188,-2.06744738,0.0,icsd-165204
Ni21Sn2B6,2.5079097747802734,8.86129026,0.0,icsd-615015
Er5Ni2Bi1,2.5068740844726562,4.50738603,0.0,pf-6483
Tb1Fe1C2,2.5055007934570312,5.53556174,0.0,icsd-617852
Zr3Ni20B6,2.5049266815185547,7.73385296,0.0,icsd-615099
Ca1Sn1B2O6,2.5002689361572266,2.68540331,3.7069,icsd-30998
Li6Te1O6,2.4952659606933594,0.99889412,2.5821,icsd-40247
Er3Mn1B7,2.4951000213623047,5.26696287,0.0,icsd-613774
Gd2Cr2C3,2.491321563720703,5.21491419,0.0,icsd-617507
B1I3,2.4902591705322266,-0.6082331,2.6901,icsd-173375
Ba1V2Ni2O8,2.489267349243164,2.93330096,0.0161999999999999,icsd-96086
Ni1Xe4F28,2.4844322204589844,-4.6177837,2.1312999999999995,icsd-65830
Gd2Fe14B1,2.480844497680664,4.66390486,0.0,icsd-613925
Er3Fe1B7,2.4785690307617188,5.51983295,0.0,icsd-613731
Li1Rh3,2.477518081665039,5.24584483,0.0,icsd-642290
Er1B4,2.4734325408935547,5.88881192,0.0,icsd-68305
Ca2V2O7,2.4629287719726562,0.86006882,2.9553000000000003,icsd-20609
Pr1Ni5Sn1,2.445148468017578,7.58245074,0.0,icsd-646285
Li1Pr1Ge2,2.4434452056884766,3.65643041,0.0,icsd-601106
Zr2Ni1,2.442493438720703,5.02107207,0.0,icsd-160912
Th1B4,2.438749313354492,8.63595444,0.0,icsd-615570
Li1Sm1Ge1,2.438325881958008,2.61730039,0.0,icsd-76290
Pu1B4Ru1,2.4372634887695312,10.44283583,0.0,icsd-615230
Tb1Mn1B4,2.4256515502929688,6.48677262,0.0,icsd-614776
Sm11Fe12C18,2.4239978790283203,5.01878354,0.0,pf-24900
Y2Mn1Ni1O6,2.420257568359375,4.2312691,0.0,icsd-192872
Tm1B3O6,2.4132080078125,2.79219315,5.6683,icsd-413586
Ni1F3,2.41192626953125,-1.17481417,0.0,icsd-87943
Tm1B4Ru1,2.411457061767578,6.95032465,0.0,icsd-615383
Li4Pr3Ge4,2.410350799560547,2.66328499,0.0,icsd-262437
Dy1Ni12B6,2.4087581634521484,7.56312276,0.0,icsd-613651
Ca4Ni3C5,2.4071388244628906,4.60104694,0.0,icsd-71440
Th2Ni1B10,2.4052886962890625,8.56366987,0.0,icsd-78823
Sm1B2Rh3,2.3993492126464844,6.05501445,0.0,icsd-615315
Sm2Cr2C3,2.389415740966797,5.20443201,0.0,icsd-380337
Sm1B2C2,2.3892822265625,6.00662803,0.0,icsd-416178
Dy1Fe2B2,2.3832645416259766,5.15004276,0.0,icsd-613606
Li2Cu1Sn2,2.382810592651367,5.41778126,0.0,icsd-426084
Ba1Bi2B4O10,2.373615264892578,3.21503849,3.3498,icsd-417181
Er1Ni1O3,2.373167037963867,3.5501895,0.0,icsd-92048
Th3Ni3Sn4,2.370027542114258,8.20250139,0.0,icsd-657422
Ca1B6O10,2.369342803955078,0.37977667,5.8213,icsd-161320
Ni3B1,2.3682289123535156,8.20622743,0.0,icsd-603892
Li1Tm1Sn1,2.3682079315185547,4.52448033,0.0,icsd-54246
Tb2C1,2.3528709411621094,3.30989064,0.0,icsd-42761
Li2Pr2Ge3,2.3489017486572266,3.42469939,0.0,icsd-262436
Tb1B2C2,2.348480224609375,6.32904791,0.0,icsd-94039
Sm1C1O4,2.347820281982422,1.11063161,0.0,icsd-422735
Zn1B4O7,2.3469314575195312,0.04501334,4.6601,icsd-424545
Ti2Ni21B6,2.337118148803711,8.19615496,0.0,icsd-615045
Sm1B2Ru2,2.336681365966797,5.35661871,0.0,icsd-601363
Li1Tb1Ge1,2.335874557495117,2.73896095,0.0,icsd-601256
Sm1B3O6,2.3346385955810547,2.62274622,5.2606,icsd-417643
In1Ni1,2.333831787109375,7.72437644,0.0,icsd-59435
Dy4C5,2.3313560485839844,4.21855848,0.0,pf-10292
Tm4In1Ni2Ge4,2.3263015747070312,6.00429025,0.0,icsd-240337
Tm1B4Rh1,2.3106231689453125,6.88721225,0.0,icsd-419360
Tm1Ni2Ge2,2.30914306640625,6.48474371,0.0,icsd-57107
Sm1B4,2.3054542541503906,5.63312143,0.0,icsd-615455
Ce1B6,2.299213409423828,8.16098084,0.0,icsd-194311
Li1Ru1F6,2.298166275024414,-1.80409823,0.9999,icsd-165203
Tb1B3O6,2.289775848388672,2.75669053,5.424100000000001,icsd-98612
Pr1Ni12B6,2.2841949462890625,7.54137349,0.0,icsd-614990
Dy1B4Ru1,2.275564193725586,6.9524076,0.0,icsd-613685
Ba1Ni1O3,2.2748680114746094,2.79794293,1.4691999999999998,icsd-30661
Li2Rh1F6,2.2648448944091797,-0.78665288,0.0,icsd-165211
Pr3Ni3Bi4,2.261566162109375,5.92849163,0.0,pf-32831
Ca7B14Rh20,2.260915756225586,4.52097631,0.0,icsd-66773
Gd1B4Ru1,2.2572555541992188,6.48489905,0.0,icsd-614384
Li3Bi1,2.253154754638672,2.90571406,0.3428999999999997,icsd-616778
Pr2Ni2I1,2.2507495880126953,5.51522295,0.0,icsd-84702
Nd1Ni1,2.2467002868652344,5.08380412,0.0,icsd-645610
Li8Sn1O6,2.239765167236328,1.46240505,3.813400000000001,icsd-28131
Dy4In1Ni2Ge4,2.2378482818603516,5.94385303,0.0,icsd-240335
Y2Fe14C1,2.23541259765625,4.99713822,0.0,pf-39658
Li1Pr1Ge1,2.234498977661133,2.67196751,0.0,icsd-59177
Gd1B2C2,2.234342575073242,5.24867351,0.0,icsd-427156
Pr2Ni1B10,2.2340011596679688,6.34652018,0.0,pf-21806
Ca1Pd3O4,2.226642608642578,3.85709636,0.0,icsd-27502
Tb1In2Ni1,2.222471237182617,7.2182739,0.0,icsd-59450
Er7Ni2Te2,2.222341537475586,4.71456104,0.0,icsd-280628
Cr1Ni1O4,2.2182674407958984,1.96773308,0.0,icsd-18116
Tb1Ni1B4,2.2158985137939453,6.45175143,0.0,icsd-615041
Tm4B3C4,2.2147274017333984,4.81187063,0.0,icsd-186256
Li13In3,2.2108383178710938,1.91334446,0.0,icsd-51963
Nd1Ni1C2,2.2085533142089844,6.15211154,0.0,icsd-618536
Dy1Ni2B2,2.20843505859375,6.19196206,0.0,icsd-613653
Gd2Mn1Ni1O6,2.1991806030273438,4.93384981,0.0,pf-7011
Li2Y5In9,2.192319869995117,5.57720263,0.0,icsd-170872
Ca3Bi8Pd4,2.1878795623779297,5.53832696,0.0,icsd-412563
Sr5B10Rh14,2.187650680541992,3.87782115,0.0,icsd-66772
Tm1B2Ru3,2.185972213745117,6.50633238,0.0,icsd-615388
Sm2In1Ni2,2.184030532836914,5.40374812,0.0,icsd-640143
Ti3Ni20B6,2.1800765991210938,8.39794219,0.0,icsd-615043
Pr2Mn1Ni1O6,2.1705970764160156,5.28102547,1.6564,pf-18872
Nd1B2Ru2,2.1703758239746094,5.48529402,0.0,icsd-601372
Ca2Zr5Ti2O16,2.169210433959961,2.63372289,2.9678,icsd-85193
Dy1Ni4B1,2.1679439544677734,6.65367865,0.0,icsd-613650
B1Pd6,2.1654186248779297,3.9564266,0.0,pf-10542
Sr1Ni1Ge2,2.158222198486328,5.10443782,0.0,icsd-240343
Ca1Ge2,2.1546459197998047,4.72183626,0.0,icsd-185658
Sr1B2Rh2,2.1536865234375,4.77966687,0.0,icsd-8153
Ca1In4Rh1,2.1433677673339844,7.10481447,0.0,icsd-410891
Ca1Ni1Ge2,2.142375946044922,5.67838549,0.0,icsd-240342
